dteday,mnth,hr,holiday,workingday,weathersit,temp,hum,windspeed,cnt,isWorking,monthCount,dayWeek,workTime,xformHr,xformWorkHr
2011-01-01T22:00:00Z,1,20,0,0,2,-0.5036826032441615,1.2583391354442008,0.5198812723788213,36,0,1,6,44,15,39
2011-01-01T23:00:00Z,1,21,0,0,2,-0.5036826032441615,1.2583391354442008,0.031897878065646354,34,0,1,6,45,16,40
2011-01-02T00:00:00Z,1,22,0,0,2,-0.5036826032441615,1.6211653429097228,0.27629827153237885,28,0,1,6,46,17,41
2011-01-02T01:00:00Z,1,23,0,0,2,-0.1920851343577412,1.3101714507964184,0.8860731662687753,39,0,1,6,47,18,42
2011-01-02T02:00:00Z,1,0,0,0,2,-0.1920851343577412,1.3101714507964184,0.8860731662687753,17,0,1,7,24,19,43
2011-01-02T03:00:00Z,1,1,0,0,2,-0.29595095731988136,1.6211653429097228,0.5198812723788213,17,0,1,7,25,20,44
2011-01-02T04:00:00Z,1,2,0,0,2,-0.39981678028202156,1.9321592350230279,0.7642816658455542,9,0,1,7,26,21,45
2011-01-02T05:00:00Z,1,3,0,0,2,-0.1920851343577412,1.6211653429097228,0.031897878065646354,6,0,1,7,27,22,46
2011-01-02T06:00:00Z,1,4,0,0,2,-0.1920851343577412,1.6211653429097228,0.031897878065646354,3,0,1,7,28,23,47
2011-01-02T08:00:00Z,1,6,0,0,3,-0.39981678028202156,0.7400159819220263,0.8860731662687753,2,0,1,7,30,1,25
2011-01-02T09:00:00Z,1,7,0,0,2,-0.5036826032441615,0.6881836665698089,0.031897878065646354,1,0,1,7,31,2,26
2011-01-02T10:00:00Z,1,8,0,0,3,-0.5036826032441615,0.42902208980872136,0.27629827153237885,8,0,1,7,32,3,27
2011-01-02T11:00:00Z,1,9,0,0,2,-0.6075484262063017,0.6881836665698089,0.27629827153237885,20,0,1,7,33,4,28
2011-01-02T12:00:00Z,1,10,0,0,2,-0.7114142491684419,0.9473452433308964,0.27629827153237885,53,0,1,7,34,5,29
2011-01-02T13:00:00Z,1,11,0,0,2,-0.7114142491684419,0.42902208980872136,0.5198812723788213,70,0,1,7,35,6,30
2011-01-02T14:00:00Z,1,12,0,0,2,-0.7114142491684419,0.16986051304763441,0.8860731662687753,93,0,1,7,36,7,31
2011-01-02T15:00:00Z,1,13,0,0,2,-0.7114142491684419,0.16986051304763441,-0.4560855162475288,75,0,1,7,37,8,32
2011-01-02T16:00:00Z,1,14,0,0,3,-0.7114142491684419,0.6881836665698089,0.031897878065646354,59,0,1,7,38,9,33
2011-01-02T17:00:00Z,1,15,0,0,3,-0.8152800721305818,0.9473452433308964,-0.21168512278079613,74,0,1,7,39,10,34
2011-01-02T18:00:00Z,1,16,0,0,3,-0.8152800721305818,0.42902208980872136,-0.21168512278079613,76,0,1,7,40,11,35
2011-01-02T19:00:00Z,1,17,0,0,1,-0.8152800721305818,-0.2966303251223231,0.031897878065646354,65,0,1,7,41,12,36
2011-01-02T20:00:00Z,1,18,0,0,2,-0.7114142491684419,-0.8667857939967147,1.1304735597355082,53,0,1,7,42,13,37
2011-01-02T21:00:00Z,1,19,0,0,1,-0.919145895092722,-1.0741150554055847,2.106440348361858,30,0,1,7,43,14,38
2011-01-02T22:00:00Z,1,20,0,0,1,-1.0230117180548621,-1.229612001462237,1.3740565605819506,22,0,1,7,44,15,39
2011-01-02T23:00:00Z,1,21,0,0,1,-1.2307433639791423,-0.9704504247011498,1.1304735597355082,31,0,1,7,45,16,40
2011-01-03T00:00:00Z,1,22,0,0,1,-1.3346091869412824,-0.9704504247011498,0.8860731662687753,9,0,1,7,46,17,41
2011-01-03T01:00:00Z,1,23,0,0,1,-1.4384750099034227,-0.8149534786444975,-0.21168512278079613,8,0,1,7,47,18,42
2011-01-03T02:00:00Z,1,0,0,1,1,-1.4384750099034227,-0.9704504247011498,1.3740565605819506,5,1,1,1,0,19,19
2011-01-03T03:00:00Z,1,1,0,1,1,-1.5423408328655626,-0.9704504247011498,1.8620399548951256,2,1,1,1,1,20,20
2011-01-03T06:00:00Z,1,4,0,1,1,-1.7500724787898427,-0.8149534786444975,1.618456954048683,1,1,1,1,4,23,23
2011-01-03T07:00:00Z,1,5,0,1,1,-1.7500724787898427,-0.8149534786444975,0.7642816658455542,3,1,1,1,5,0,0
2011-01-03T08:00:00Z,1,6,0,1,1,-1.8539383017519828,-0.6594565325878451,1.618456954048683,30,1,1,1,6,1,1
2011-01-03T09:00:00Z,1,7,0,1,1,-1.8539383017519828,-0.6594565325878451,0.031897878065646354,64,1,1,1,7,2,2
2011-01-03T10:00:00Z,1,8,0,1,1,-1.8539383017519828,-0.6594565325878451,0.7642816658455542,154,1,1,1,8,3,3
2011-01-03T11:00:00Z,1,9,0,1,1,-1.7500724787898427,-1.0222827400533674,1.618456954048683,88,1,1,1,9,4,4
2011-01-03T12:00:00Z,1,10,0,1,1,-1.6462066558277029,-1.0222827400533674,0.5198812723788213,44,1,1,1,10,5,5
2011-01-03T13:00:00Z,1,11,0,1,1,-1.5423408328655626,-1.1777796861100196,1.1304735597355082,51,1,1,1,11,6,6
2011-01-03T14:00:00Z,1,12,0,1,1,-1.4384750099034227,-1.4369412628711071,0.8860731662687753,61,1,1,1,12,7,7
2011-01-03T15:00:00Z,1,13,0,1,1,-1.3346091869412824,-1.4369412628711071,0.7642816658455542,61,1,1,1,13,8,8
2011-01-03T16:00:00Z,1,14,0,1,1,-1.2307433639791423,-1.6961028396321942,0.7642816658455542,77,1,1,1,14,9,9
2011-01-03T17:00:00Z,1,15,0,1,1,-1.2307433639791423,-1.6961028396321942,0.5198812723788213,72,1,1,1,15,10,10
2011-01-03T18:00:00Z,1,16,0,1,1,-1.2307433639791423,-1.6961028396321942,0.5198812723788213,76,1,1,1,16,11,11
2011-01-03T19:00:00Z,1,17,0,1,1,-1.3346091869412824,-1.6961028396321942,0.27629827153237885,157,1,1,1,17,12,12
2011-01-03T20:00:00Z,1,18,0,1,1,-1.3346091869412824,-1.5924382089277593,-0.6996685170939714,157,1,1,1,18,13,13
2011-01-03T21:00:00Z,1,19,0,1,1,-1.5423408328655626,-0.8149534786444975,-1.5538438052971004,110,1,1,1,19,14,14
2011-01-03T22:00:00Z,1,20,0,1,1,-1.5423408328655626,-0.8149534786444975,-0.6996685170939714,52,1,1,1,20,15,15
2011-01-03T23:00:00Z,1,21,0,1,1,-1.6462066558277029,0.0661958823431994,-0.4560855162475288,52,1,1,1,21,16,16
2011-01-04T00:00:00Z,1,22,0,1,1,-1.8539383017519828,0.3253574591042863,-0.4560855162475288,20,1,1,1,22,17,17
2011-01-04T01:00:00Z,1,23,0,1,1,-1.6462066558277029,-0.40029495582675756,-0.6996685170939714,12,1,1,1,23,18,18
2011-01-04T02:00:00Z,1,0,0,1,1,-1.7500724787898427,-0.40029495582675756,-0.6996685170939714,5,1,1,2,0,19,19
2011-01-04T03:00:00Z,1,1,0,1,1,-1.7500724787898427,-0.1929656944178881,-0.6996685170939714,2,1,1,2,1,20,20
2011-01-04T04:00:00Z,1,2,0,1,1,-1.8539383017519828,0.014363566990981898,-0.4560855162475288,1,1,1,2,2,21,21
2011-01-04T06:00:00Z,1,4,0,1,1,-1.8539383017519828,0.014363566990981898,-0.8214600175171927,2,1,1,2,4,23,23
2011-01-04T07:00:00Z,1,5,0,1,1,-1.9578041247141231,0.27352514375206943,-0.6996685170939714,4,1,1,2,5,0,0
2011-01-04T08:00:00Z,1,6,0,1,1,-1.9578041247141231,0.5845190358653739,-0.6996685170939714,36,1,1,2,6,1,1
2011-01-04T09:00:00Z,1,7,0,1,1,-1.9578041247141231,0.5845190358653739,-0.4560855162475288,94,1,1,2,7,2,2
2011-01-04T10:00:00Z,1,8,0,1,1,-1.8539383017519828,0.3253574591042863,-0.21168512278079613,179,1,1,2,8,3,3
2011-01-04T11:00:00Z,1,9,0,1,1,-1.7500724787898427,0.0661958823431994,0.27629827153237885,100,1,1,2,9,4,4
2011-01-04T12:00:00Z,1,10,0,1,2,-1.7500724787898427,0.3253574591042863,1.1304735597355082,42,1,1,2,10,5,5
2011-01-04T13:00:00Z,1,11,0,1,1,-1.4384750099034227,-0.6076242172356275,0.8860731662687753,57,1,1,2,11,6,6
2011-01-04T14:00:00Z,1,12,0,1,1,-1.4384750099034227,-0.6076242172356275,-0.21168512278079613,78,1,1,2,12,7,7
2011-01-04T15:00:00Z,1,13,0,1,1,-1.3346091869412824,-0.34846264047454006,0.031897878065646354,97,1,1,2,13,8,8
2011-01-04T16:00:00Z,1,14,0,1,1,-1.2307433639791423,-0.5557919018834101,0.27629827153237885,63,1,1,2,14,9,9
2011-01-04T17:00:00Z,1,15,0,1,1,-1.126877541017002,-0.5557919018834101,0.5198812723788213,65,1,1,2,15,10,10
2011-01-04T18:00:00Z,1,16,0,1,1,-1.0230117180548621,-0.7112888479400625,0.5198812723788213,83,1,1,2,16,11,11
2011-01-04T19:00:00Z,1,17,0,1,1,-1.126877541017002,-0.7631211632922801,0.27629827153237885,212,1,1,2,17,12,12
2011-01-04T20:00:00Z,1,18,0,1,1,-1.2307433639791423,-0.7631211632922801,0.031897878065646354,182,1,1,2,18,13,13
2011-01-04T21:00:00Z,1,19,0,1,1,-1.3346091869412824,-0.7631211632922801,-0.6996685170939714,112,1,1,2,19,14,14
2011-01-04T22:00:00Z,1,20,0,1,1,-1.3346091869412824,-0.7631211632922801,-0.6996685170939714,54,1,1,2,20,15,15
2011-01-04T23:00:00Z,1,21,0,1,1,-1.4384750099034227,0.0661958823431994,-1.5538438052971004,48,1,1,2,21,16,16
2011-01-05T00:00:00Z,1,22,0,1,1,-1.4384750099034227,0.0661958823431994,-0.8214600175171927,35,1,1,2,22,17,17
2011-01-05T01:00:00Z,1,23,0,1,1,-1.5423408328655626,0.3253574591042863,-0.8214600175171927,11,1,1,2,23,18,18
2011-01-05T02:00:00Z,1,0,0,1,1,-1.5423408328655626,0.0661958823431994,-1.5538438052971004,6,1,1,3,0,19,19
2011-01-05T03:00:00Z,1,1,0,1,1,-1.7500724787898427,0.5845190358653739,-0.8214600175171927,6,1,1,3,1,20,20
2011-01-05T04:00:00Z,1,2,0,1,1,-1.7500724787898427,0.5845190358653739,-0.8214600175171927,2,1,1,3,2,21,21
2011-01-05T06:00:00Z,1,4,0,1,1,-1.3346091869412824,-0.7631211632922801,0.27629827153237885,2,1,1,3,4,23,23
2011-01-05T07:00:00Z,1,5,0,1,1,-1.4384750099034227,-0.8149534786444975,-0.21168512278079613,3,1,1,3,5,0,0
2011-01-05T08:00:00Z,1,6,0,1,1,-1.5423408328655626,-0.8149534786444975,0.27629827153237885,33,1,1,3,6,1,1
2011-01-05T09:00:00Z,1,7,0,1,1,-1.6462066558277029,-1.0222827400533674,0.031897878065646354,88,1,1,3,7,2,2
2011-01-05T10:00:00Z,1,8,0,1,1,-1.5423408328655626,-1.1777796861100196,0.8860731662687753,195,1,1,3,8,3,3
2011-01-05T11:00:00Z,1,9,0,1,1,-1.4384750099034227,-1.333276632166672,1.1304735597355082,115,1,1,3,9,4,4
2011-01-05T12:00:00Z,1,10,0,1,1,-1.4384750099034227,-1.333276632166672,1.1304735597355082,57,1,1,3,10,5,5
2011-01-05T13:00:00Z,1,11,0,1,1,-1.2307433639791423,-1.5406058935755418,1.1304735597355082,46,1,1,3,11,6,6
2011-01-05T14:00:00Z,1,12,0,1,1,-1.2307433639791423,-1.5406058935755418,1.1304735597355082,79,1,1,3,12,7,7
2011-01-05T15:00:00Z,1,13,0,1,1,-1.126877541017002,-1.6961028396321942,0.8860731662687753,71,1,1,3,13,8,8
2011-01-05T16:00:00Z,1,14,0,1,1,-1.0230117180548621,-1.7997674703366289,0.031897878065646354,62,1,1,3,14,9,9
2011-01-05T17:00:00Z,1,15,0,1,1,-1.0230117180548621,-1.7997674703366289,0.031897878065646354,62,1,1,3,15,10,10
2011-01-05T18:00:00Z,1,16,0,1,1,-1.0230117180548621,-1.7997674703366289,-0.8214600175171927,89,1,1,3,16,11,11
2011-01-05T19:00:00Z,1,17,0,1,1,-1.3346091869412824,-1.2814443168144545,0.031897878065646354,190,1,1,3,17,12,12
2011-01-05T20:00:00Z,1,18,0,1,1,-1.3346091869412824,-1.2814443168144545,-0.4560855162475288,169,1,1,3,18,13,13
2011-01-05T21:00:00Z,1,19,0,1,1,-1.3346091869412824,-1.2814443168144545,-0.6996685170939714,132,1,1,3,19,14,14
2011-01-05T22:00:00Z,1,20,0,1,1,-1.4384750099034227,-0.8149534786444975,-0.21168512278079613,89,1,1,3,20,15,15
2011-01-05T23:00:00Z,1,21,0,1,1,-1.5423408328655626,-0.6076242172356275,0.031897878065646354,43,1,1,3,21,16,16
2011-01-06T00:00:00Z,1,22,0,1,1,-1.6462066558277029,-0.40029495582675756,-0.4560855162475288,42,1,1,3,22,17,17
2011-01-06T01:00:00Z,1,23,0,1,1,-1.5423408328655626,-0.8149534786444975,-1.5538438052971004,19,1,1,3,23,18,18
2011-01-06T02:00:00Z,1,0,0,1,1,-1.6462066558277029,-0.40029495582675756,-1.5538438052971004,11,1,1,4,0,19,19
2011-01-06T03:00:00Z,1,1,0,1,1,-1.7500724787898427,0.0661958823431994,-1.5538438052971004,4,1,1,4,1,20,20
2011-01-06T04:00:00Z,1,2,0,1,1,-1.7500724787898427,0.0661958823431994,-1.5538438052971004,2,1,1,4,2,21,21
2011-01-06T06:00:00Z,1,4,0,1,2,-1.7500724787898427,0.0661958823431994,-0.8214600175171927,1,1,1,4,4,23,23
2011-01-06T07:00:00Z,1,5,0,1,2,-1.8539383017519828,0.3253574591042863,-0.8214600175171927,4,1,1,4,5,0,0
2011-01-06T08:00:00Z,1,6,0,1,2,-1.8539383017519828,0.014363566990981898,-0.6996685170939714,36,1,1,4,6,1,1
2011-01-06T09:00:00Z,1,7,0,1,2,-1.7500724787898427,-0.1929656944178881,-1.5538438052971004,95,1,1,4,7,2,2
2011-01-06T10:00:00Z,1,8,0,1,1,-1.7500724787898427,-0.1929656944178881,-1.5538438052971004,219,1,1,4,8,3,3
2011-01-06T11:00:00Z,1,9,0,1,2,-1.6462066558277029,-0.6076242172356275,-1.5538438052971004,122,1,1,4,9,4,4
2011-01-06T12:00:00Z,1,10,0,1,1,-1.5423408328655626,-0.8149534786444975,-1.5538438052971004,45,1,1,4,10,5,5
2011-01-06T13:00:00Z,1,11,0,1,1,-1.4384750099034227,-0.9704504247011498,-0.8214600175171927,59,1,1,4,11,6,6
2011-01-06T14:00:00Z,1,12,0,1,1,-1.2307433639791423,-1.4369412628711071,-1.5538438052971004,84,1,1,4,12,7,7
2011-01-06T15:00:00Z,1,13,0,1,1,-1.2307433639791423,-1.4369412628711071,-0.6996685170939714,67,1,1,4,13,8,8
2011-01-06T16:00:00Z,1,14,0,1,1,-1.126877541017002,-1.3851089475188896,-0.21168512278079613,70,1,1,4,14,9,9
2011-01-06T17:00:00Z,1,15,0,1,1,-1.126877541017002,-1.3851089475188896,-1.5538438052971004,62,1,1,4,15,10,10
2011-01-06T18:00:00Z,1,16,0,1,1,-1.2307433639791423,-1.2814443168144545,-0.21168512278079613,86,1,1,4,16,11,11
2011-01-06T19:00:00Z,1,17,0,1,1,-1.4384750099034227,-0.6076242172356275,-0.21168512278079613,172,1,1,4,17,12,12
2011-01-06T20:00:00Z,1,18,0,1,1,-1.4384750099034227,-0.6076242172356275,-0.4560855162475288,163,1,1,4,18,13,13
2011-01-06T21:00:00Z,1,19,0,1,1,-1.4384750099034227,-0.40029495582675756,-0.8214600175171927,112,1,1,4,19,14,14
2011-01-06T22:00:00Z,1,20,0,1,1,-1.5423408328655626,-0.6076242172356275,-0.21168512278079613,69,1,1,4,20,15,15
2011-01-06T23:00:00Z,1,21,0,1,2,-1.4384750099034227,-0.40029495582675756,0.27629827153237885,48,1,1,4,21,16,16
2011-01-07T00:00:00Z,1,22,0,1,2,-1.4384750099034227,-0.6076242172356275,0.7642816658455542,52,1,1,4,22,17,17
2011-01-07T01:00:00Z,1,23,0,1,2,-1.5423408328655626,-0.1929656944178881,0.031897878065646354,23,1,1,4,23,18,18
2011-01-07T02:00:00Z,1,0,0,1,2,-1.5423408328655626,0.0661958823431994,0.031897878065646354,17,1,1,5,0,19,19
2011-01-07T03:00:00Z,1,1,0,1,2,-1.5423408328655626,0.3253574591042863,0.27629827153237885,7,1,1,5,1,20,20
2011-01-07T04:00:00Z,1,2,0,1,2,-1.5423408328655626,0.3253574591042863,0.27629827153237885,1,1,1,5,2,21,21
2011-01-07T06:00:00Z,1,4,0,1,2,-1.5423408328655626,0.3253574591042863,-0.4560855162475288,1,1,1,5,4,23,23
2011-01-07T07:00:00Z,1,5,0,1,3,-1.4384750099034227,-0.40029495582675756,-1.5538438052971004,5,1,1,5,5,0,0
2011-01-07T08:00:00Z,1,6,0,1,2,-1.5423408328655626,0.3253574591042863,-1.5538438052971004,34,1,1,5,6,1,1
2011-01-07T09:00:00Z,1,7,0,1,1,-1.5423408328655626,0.3253574591042863,-0.4560855162475288,84,1,1,5,7,2,2
2011-01-07T10:00:00Z,1,8,0,1,1,-1.5423408328655626,-0.6076242172356275,0.5198812723788213,210,1,1,5,8,3,3
2011-01-07T11:00:00Z,1,9,0,1,1,-1.5423408328655626,-0.8149534786444975,0.8860731662687753,134,1,1,5,9,4,4
2011-01-07T12:00:00Z,1,10,0,1,1,-1.4384750099034227,-1.333276632166672,1.1304735597355082,63,1,1,5,10,5,5
2011-01-07T13:00:00Z,1,11,0,1,2,-1.5423408328655626,-1.1777796861100196,0.27629827153237885,67,1,1,5,11,6,6
2011-01-07T14:00:00Z,1,12,0,1,2,-1.5423408328655626,-1.333276632166672,0.5198812723788213,59,1,1,5,12,7,7
2011-01-07T15:00:00Z,1,13,0,1,2,-1.5423408328655626,-1.333276632166672,0.7642816658455542,73,1,1,5,13,8,8
2011-01-07T16:00:00Z,1,14,0,1,2,-1.5423408328655626,-1.1777796861100196,0.5198812723788213,50,1,1,5,14,9,9
2011-01-07T17:00:00Z,1,15,0,1,2,-1.5423408328655626,-1.333276632166672,-0.21168512278079613,72,1,1,5,15,10,10
2011-01-07T18:00:00Z,1,16,0,1,2,-1.5423408328655626,-1.333276632166672,-0.21168512278079613,87,1,1,5,16,11,11
2011-01-07T19:00:00Z,1,17,0,1,2,-1.5423408328655626,-1.333276632166672,-1.5538438052971004,187,1,1,5,17,12,12
2011-01-07T20:00:00Z,1,18,0,1,1,-1.5423408328655626,-1.1777796861100196,-0.8214600175171927,123,1,1,5,18,13,13
2011-01-07T21:00:00Z,1,19,0,1,1,-1.7500724787898427,-0.40029495582675756,-0.8214600175171927,95,1,1,5,19,14,14
2011-01-07T22:00:00Z,1,20,0,1,1,-1.6462066558277029,-0.8149534786444975,-0.6996685170939714,51,1,1,5,20,15,15
2011-01-07T23:00:00Z,1,21,0,1,1,-1.6462066558277029,-0.8149534786444975,-0.4560855162475288,39,1,1,5,21,16,16
2011-01-08T00:00:00Z,1,22,0,1,2,-1.6462066558277029,-1.0222827400533674,-0.21168512278079613,36,1,1,5,22,17,17
2011-01-08T01:00:00Z,1,23,0,1,2,-1.6462066558277029,-0.6076242172356275,-0.21168512278079613,15,1,1,5,23,18,18
2011-01-08T02:00:00Z,1,0,0,0,2,-1.6462066558277029,-0.6076242172356275,-0.21168512278079613,25,0,1,6,24,19,43
2011-01-08T03:00:00Z,1,1,0,0,2,-1.6462066558277029,-0.40029495582675756,-0.8214600175171927,16,0,1,6,25,20,44
2011-01-08T04:00:00Z,1,2,0,0,2,-1.6462066558277029,-0.40029495582675756,-1.5538438052971004,16,0,1,6,26,21,45
2011-01-08T05:00:00Z,1,3,0,0,3,-1.6462066558277029,-0.40029495582675756,-0.21168512278079613,7,0,1,6,27,22,46
2011-01-08T06:00:00Z,1,4,0,0,3,-1.6462066558277029,-0.40029495582675756,-0.21168512278079613,1,0,1,6,28,23,47
2011-01-08T07:00:00Z,1,5,0,0,2,-1.7500724787898427,0.5845190358653739,-0.21168512278079613,5,0,1,6,29,0,24
2011-01-08T08:00:00Z,1,6,0,0,2,-1.7500724787898427,0.5845190358653739,-0.21168512278079613,2,0,1,6,30,1,25
2011-01-08T09:00:00Z,1,7,0,0,2,-1.7500724787898427,0.5845190358653739,-0.6996685170939714,9,0,1,6,31,2,26
2011-01-08T10:00:00Z,1,8,0,0,3,-1.7500724787898427,1.569333027557506,-0.6996685170939714,15,0,1,6,32,3,27
2011-01-08T11:00:00Z,1,9,0,0,3,-1.7500724787898427,1.569333027557506,-0.6996685170939714,20,0,1,6,33,4,28
2011-01-08T12:00:00Z,1,10,0,0,2,-1.6462066558277029,0.8955129279786789,-0.21168512278079613,61,0,1,6,34,5,29
2011-01-08T13:00:00Z,1,11,0,0,2,-1.5423408328655626,0.3253574591042863,1.618456954048683,62,0,1,6,35,6,30
2011-01-08T14:00:00Z,1,12,0,0,2,-1.5423408328655626,-0.1929656944178881,1.3740565605819506,98,0,1,6,36,7,31
2011-01-08T15:00:00Z,1,13,0,0,1,-1.5423408328655626,-0.9704504247011498,1.1304735597355082,102,0,1,6,37,8,32
2011-01-08T16:00:00Z,1,14,0,0,1,-1.5423408328655626,-1.5924382089277593,2.471814849631522,95,0,1,6,38,9,33
2011-01-08T17:00:00Z,1,15,0,0,1,-1.5423408328655626,-1.5924382089277593,2.106440348361858,74,0,1,6,39,10,34
2011-01-08T18:00:00Z,1,16,0,0,1,-1.6462066558277029,-1.7479351549844118,2.106440348361858,76,0,1,6,40,11,35
2011-01-08T19:00:00Z,1,17,0,0,1,-1.7500724787898427,-1.333276632166672,2.9597982439446975,69,0,1,6,41,12,36
2011-01-08T20:00:00Z,1,18,0,0,1,-1.8539383017519828,-1.229612001462237,0.8860731662687753,55,0,1,6,42,13,37
2011-01-08T21:00:00Z,1,19,0,0,1,-1.8539383017519828,-1.3851089475188896,0.5198812723788213,30,0,1,6,43,14,38
2011-01-08T22:00:00Z,1,20,0,0,1,-1.9578041247141231,-1.3851089475188896,0.5198812723788213,28,0,1,6,44,15,39
2011-01-08T23:00:00Z,1,21,0,0,1,-1.9578041247141231,-1.229612001462237,1.3740565605819506,37,0,1,6,45,16,40
2011-01-09T00:00:00Z,1,22,0,0,1,-1.9578041247141231,-1.3851089475188896,1.618456954048683,34,0,1,6,46,17,41
2011-01-09T01:00:00Z,1,23,0,0,1,-2.0616699476762634,-1.229612001462237,2.106440348361858,22,0,1,6,47,18,42
2011-01-09T02:00:00Z,1,0,0,0,1,-2.0616699476762634,-1.0741150554055847,1.618456954048683,25,0,1,7,24,19,43
2011-01-09T03:00:00Z,1,1,0,0,1,-2.0616699476762634,-1.0741150554055847,2.2282318487850796,12,0,1,7,25,20,44
2011-01-09T04:00:00Z,1,2,0,0,1,-2.0616699476762634,-0.8667857939967147,2.2282318487850796,11,0,1,7,26,21,45
2011-01-09T05:00:00Z,1,3,0,0,1,-2.0616699476762634,-0.8667857939967147,1.8620399548951256,4,0,1,7,27,22,46
2011-01-09T06:00:00Z,1,4,0,0,1,-2.165535770638403,-0.5039595865311925,0.031897878065646354,1,0,1,7,28,23,47
2011-01-09T07:00:00Z,1,5,0,0,1,-2.165535770638403,-0.5039595865311925,0.031897878065646354,1,0,1,7,29,0,24
2011-01-09T08:00:00Z,1,6,0,0,1,-2.0616699476762634,-0.7112888479400625,0.7642816658455542,1,0,1,7,30,1,25
2011-01-09T09:00:00Z,1,7,0,0,1,-2.165535770638403,-0.5039595865311925,0.031897878065646354,6,0,1,7,31,2,26
2011-01-09T10:00:00Z,1,8,0,0,1,-2.0616699476762634,-0.7112888479400625,0.7642816658455542,10,0,1,7,32,3,27
2011-01-09T11:00:00Z,1,9,0,0,1,-1.9578041247141231,-0.8667857939967147,2.7162152430982545,19,0,1,7,33,4,28
2011-01-09T12:00:00Z,1,10,0,0,1,-1.8539383017519828,-1.0222827400533674,1.618456954048683,49,0,1,7,34,5,29
2011-01-09T13:00:00Z,1,11,0,0,1,-1.7500724787898427,-1.1777796861100196,2.7162152430982545,49,0,1,7,35,6,30
2011-01-09T14:00:00Z,1,12,0,0,1,-1.6462066558277029,-1.333276632166672,2.106440348361858,83,0,1,7,36,7,31
2011-01-09T15:00:00Z,1,13,0,0,1,-1.5423408328655626,-1.4887735782233242,2.106440348361858,75,0,1,7,37,8,32
2011-01-09T16:00:00Z,1,14,0,0,1,-1.4384750099034227,-1.5924382089277593,2.2282318487850796,72,0,1,7,38,9,33
2011-01-09T17:00:00Z,1,15,0,0,1,-1.4384750099034227,-1.4369412628711071,1.3740565605819506,82,0,1,7,39,10,34
2011-01-09T18:00:00Z,1,16,0,0,1,-1.5423408328655626,-1.4887735782233242,2.106440348361858,92,0,1,7,40,11,35
2011-01-09T19:00:00Z,1,17,0,0,1,-1.6462066558277029,-1.333276632166672,1.618456954048683,62,0,1,7,41,12,36
2011-01-09T20:00:00Z,1,18,0,0,1,-1.7500724787898427,-1.1777796861100196,1.1304735597355082,48,0,1,7,42,13,37
